Position,Height,Weight,Age,Preferred Foot,Avg Ball,Avg Pass,Finishing,Speed,Kicking Power,Stamina,Avg Def,Weak Foot,Overall
CMF,184,74,27,Left,73.5,77.5,68,63,78,73,67.0,Medium,77
CF,179,68,25,Right,74.0,69.0,71,78,78,71,52.333333333333336,High,77
RB,177,70,25,Right,66.5,69.5,60,74,69,77,73.0,High,77
GK,192,85,28,Right,48.5,53.0,40,51,65,53,47.0,Medium,77
DMF,184,78,26,Right,72.0,73.0,54,72,68,76,73.0,Medium,77
DMF,178,72,26,Right,68.0,73.5,57,62,74,82,76.0,High,77
DMF,175,70,24,Left,74.5,75.5,58,71,69,77,74.0,Medium,77
RWF,176,68,25,Left,77.0,66.5,65,76,72,77,55.666666666666664,High,77
CB,190,83,28,Right,63.0,65.5,56,65,67,71,74.66666666666667,High,77
RWF,176,70,29,Right,71.0,72.5,66,73,70,80,61.0,High,77
CMF,180,80,29,Right,69.0,71.5,60,68,71,79,72.66666666666667,Medium,77
CB,190,87,24,Left,60.0,65.5,48,69,58,71,74.0,Medium,77
CF,181,79,24,Right,69.0,63.0,72,73,73,67,55.333333333333336,Very,77
AMF,180,72,24,Left,77.5,71.0,66,70,69,74,65.0,Slightly,77
RB,189,80,25,Right,66.0,70.0,60,76,67,76,67.66666666666667,High,77
LWF,172,69,23,Right,76.0,65.0,66,78,69,71,47.0,High,77
CB,195,92,24,Right,64.0,66.5,60,66,69,70,72.66666666666667,Medium,77
LB,175,64,25,Left,73.0,75.5,59,70,74,77,68.0,Medium,77
CMF,181,76,25,Right,79.5,75.0,60,71,77,67,62.666666666666664,High,77
CB,194,95,22,Right,59.5,65.5,50,66,62,68,75.0,Medium,77
CB,178,77,23,Left,68.5,73.0,56,70,67,74,72.0,Medium,77
RB,180,80,26,Right,72.0,70.0,60,74,69,80,69.0,High,77
CF,179,78,22,Right,73.0,63.5,74,76,67,71,53.0,Medium,77
RWF,174,64,20,Right,75.5,65.5,70,76,69,72,52.333333333333336,High,77
SS,184,75,22,Right,75.0,67.5,68,79,73,67,54.333333333333336,High,77
LWF,180,73,24,Right,75.0,63.0,69,80,74,73,61.666666666666664,Medium,77
LWF,170,65,22,Left,76.5,67.0,63,82,70,65,54.0,High,77
RWF,186,79,21,Left,73.0,68.5,69,76,73,72,56.333333333333336,High,77
RB,182,82,22,Right,69.5,72.0,57,74,78,77,69.66666666666667,Medium,77
CB,190,86,23,Right,62.0,66.5,56,67,67,71,74.33333333333333,High,77
CB,188,79,22,Right,56.5,61.5,49,72,63,68,74.0,Medium,77
LWF,166,63,29,Right,75.5,69.5,67,74,70,72,50.0,High,77
GK,188,92,39,Right,55.5,62.0,40,52,69,53,50.333333333333336,High,76
SS,184,83,35,Right,69.0,68.0,69,67,74,69,66.0,Medium,76
CF,177,72,35,Right,70.0,64.0,75,58,73,57,54.0,High,76
GK,192,85,34,Right,52.0,58.5,44,59,70,53,49.333333333333336,Medium,76
CMF,183,79,34,Right,72.0,76.5,66,64,77,73,60.0,Very,76
CB,191,83,38,Right,64.0,67.0,49,60,59,68,74.66666666666667,Medium,76
CB,189,86,34,Left,64.5,70.0,49,60,69,65,76.0,Medium,76
CB,188,77,33,Right,61.0,65.0,50,65,69,73,75.66666666666667,High,76
DMF,183,76,34,Right,63.5,70.5,56,62,68,74,77.66666666666667,Medium,76
DMF,182,80,31,Right,68.5,74.5,59,60,68,77,72.66666666666667,High,76
LWF,172,68,33,Right,76.0,71.0,66,72,73,64,53.666666666666664,High,76
CMF,181,74,32,Right,70.0,72.0,63,68,78,78,68.0,High,76
CB,188,84,32,Right,62.5,66.0,51,64,73,68,74.0,High,76
CF,180,75,34,Right,67.5,62.0,74,70,72,68,53.0,High,76
CMF,182,71,32,Right,72.0,72.5,61,63,70,75,70.66666666666667,High,76
LWF,170,66,29,Right,73.5,70.5,68,71,72,68,55.0,Medium,76
CB,183,81,33,Right,59.5,67.5,48,61,66,70,79.66666666666667,Medium,76
LWF,172,75,31,Left,77.5,69.0,64,72,74,62,50.666666666666664,Medium,76
AMF,182,77,30,Right,74.5,70.0,65,75,68,76,61.333333333333336,Very,76
RB,176,76,29,Right,67.0,66.5,57,75,67,76,75.0,Slightly,76
CB,188,84,31,Right,59.0,63.0,54,65,67,69,74.33333333333333,Medium,76
CMF,176,65,33,Right,71.0,71.5,64,67,75,74,72.66666666666667,High,76
GK,188,85,33,Right,47.0,56.0,40,51,71,58,53.0,Medium,76
CF,182,74,30,Right,67.5,58.5,73,79,71,68,55.333333333333336,High,76
GK,187,78,30,Left,48.5,55.5,40,51,67,56,50.666666666666664,Medium,76
GK,195,94,28,Right,49.0,55.5,40,56,70,53,49.666666666666664,High,76
AMF,176,75,29,Right,75.0,76.5,69,63,68,64,54.333333333333336,High,76
LB,188,84,31,Left,70.0,73.5,66,68,77,80,69.0,High,76
RWF,174,70,29,Left,75.5,71.5,69,70,67,70,57.666666666666664,Medium,76
CMF,180,74,31,Right,70.0,70.5,57,67,66,80,73.0,Medium,76
CF,181,83,30,Right,68.0,64.0,72,72,75,68,56.0,High,76
LWF,175,69,28,Right,74.0,67.5,63,78,72,65,51.666666666666664,Very,76
CMF,179,74,28,Right,75.0,76.5,58,62,69,75,61.333333333333336,Medium,76
RWF,176,70,28,Left,78.0,74.5,64,67,74,69,55.0,Medium,76
CB,185,85,28,Right,58.0,60.0,51,63,67,67,75.33333333333333,Medium,76
CB,182,75,28,Right,65.5,69.5,57,67,64,67,71.0,Medium,76
CB,191,77,32,Right,57.5,60.5,48,60,63,65,79.0,Medium,76
RMF,174,69,32,Left,77.0,75.5,67,64,70,65,57.666666666666664,High,76
GK,191,91,27,Left,50.5,54.5,40,59,67,53,50.666666666666664,Medium,76
CMF,184,75,28,Right,69.5,70.5,62,70,70,81,73.0,Medium,76
LB,179,67,29,Left,69.5,74.5,57,76,72,75,68.33333333333333,Slightly,76
CMF,169,64,28,Left,70.5,72.5,54,72,69,84,74.33333333333333,High,76
RMF,172,68,31,Right,73.5,67.0,68,74,75,72,54.0,High,76
GK,188,79,31,Right,58.5,61.5,46,60,68,53,53.666666666666664,Medium,76
CF,180,70,34,Right,73.5,66.0,73,78,71,69,54.0,High,76
CMF,188,76,26,Right,67.5,73.0,60,67,76,78,69.66666666666667,High,76
CMF,185,74,31,Right,70.0,69.0,61,67,74,80,72.66666666666667,High,76
GK,191,91,28,Right,49.5,54.0,40,53,66,60,49.333333333333336,Medium,76
CF,185,78,29,Right,68.0,61.0,75,62,75,62,53.0,High,76
LMF,173,67,24,Right,78.5,61.0,62,82,74,70,48.333333333333336,High,76
DMF,187,79,29,Right,72.0,75.0,55,58,65,74,70.33333333333333,High,76
CB,188,87,31,Left,61.0,64.0,51,63,67,70,74.66666666666667,Medium,76
GK,189,77,27,Left,48.5,53.5,40,53,63,59,49.0,Medium,76
CMF,175,74,26,Right,68.5,72.5,60,63,74,78,75.66666666666667,Medium,76
CF,186,79,26,Right,68.0,61.5,70,74,70,69,52.0,High,76
CMF,188,82,26,Right,71.5,73.5,67,66,73,74,66.33333333333333,Very,76
GK,191,80,30,Right,48.0,54.0,43,55,65,56,50.0,Medium,76
LB,181,79,31,Left,66.5,67.5,62,69,74,76,71.33333333333333,Slightly,76
CB,192,88,30,Right,59.0,69.0,50,63,70,70,75.0,Medium,76
CF,183,74,25,Right,68.0,60.0,72,73,72,69,54.0,High,76
GK,184,78,27,Right,51.0,58.0,47,59,67,54,52.0,Medium,76
CMF,172,69,30,Right,73.0,76.5,68,61,74,72,61.333333333333336,High,76
CF,181,78,27,Left,68.5,64.0,70,70,70,76,59.0,High,76
GK,194,94,26,Right,47.0,54.5,40,56,69,54,49.333333333333336,Slightly,76
RB,173,70,30,Right,73.0,71.0,63,74,69,78,68.66666666666667,High,76
CMF,184,74,27,Right,68.5,78.0,60,61,74,75,67.33333333333333,Very,76
GK,191,76,29,Right,46.5,53.5,40,56,67,53,49.333333333333336,Medium,76
GK,186,81,29,Left,48.0,54.0,40,53,66,53,46.666666666666664,Slightly,76
GK,192,79,28,Right,48.0,53.0,40,52,66,55,48.666666666666664,Slightly,76
CB,186,81,26,Left,61.0,69.0,48,67,63,72,73.0,Very,76
CMF,184,66,24,Left,75.0,74.0,63,70,69,72,66.0,Medium,76
RMF,172,70,26,Right,69.0,69.0,60,74,70,78,74.33333333333333,High,76
CF,192,84,27,Right,68.5,63.0,68,78,69,78,66.66666666666667,High,76
LWF,184,71,31,Right,70.5,60.5,70,80,67,74,51.333333333333336,High,76
RWF,177,69,24,Left,75.5,67.0,67,78,67,68,53.333333333333336,High,76
CB,182,78,26,Right,59.0,62.5,48,66,62,69,73.0,Medium,76
GK,190,80,32,Right,47.0,57.0,40,54,70,54,46.333333333333336,High,76
RMF,183,73,26,Left,73.0,66.0,68,83,71,67,48.333333333333336,High,76
LWF,164,64,26,Right,79.0,67.0,62,74,59,72,48.333333333333336,High,76
CB,188,72,30,Right,56.5,59.0,45,71,63,70,76.33333333333333,Slightly,76
CB,185,81,25,Left,60.5,66.5,56,60,67,69,75.66666666666667,Medium,76
CB,187,81,27,Right,62.5,67.5,48,68,67,70,72.66666666666667,Medium,76
CB,189,81,25,Right,63.5,65.5,55,72,64,75,69.66666666666667,Slightly,76
AMF,183,75,24,Left,72.0,71.0,64,71,69,77,67.66666666666667,Medium,76
DMF,190,82,26,Right,65.5,71.5,58,66,72,77,70.33333333333333,Medium,76
LWF,179,71,25,Right,69.0,64.0,65,84,72,74,53.333333333333336,High,76
CMF,168,62,26,Right,73.0,75.5,63,65,69,74,66.33333333333333,High,76
RB,175,70,24,Right,68.5,66.5,60,75,69,79,68.33333333333333,Medium,76
CB,192,83,27,Right,59.5,64.0,51,65,63,70,72.33333333333333,High,76
CB,188,77,26,Right,60.0,66.0,46,69,63,68,74.33333333333333,Medium,76
RB,175,70,24,Right,68.5,69.5,60,80,65,76,64.33333333333333,Medium,76
GK,188,82,24,Right,47.0,53.5,40,54,70,53,49.0,Medium,76
RMF,174,67,28,Right,70.0,70.5,60,76,66,77,64.0,High,76
CMF,178,68,27,Left,73.5,72.5,62,68,75,82,68.66666666666667,High,76
CB,195,96,25,Right,58.0,61.0,50,67,65,65,73.0,High,76
LB,178,68,25,Left,70.5,71.0,55,79,64,81,67.33333333333333,Medium,76
GK,187,79,26,Right,47.0,53.5,40,53,73,57,57.0,Medium,76
CB,182,72,24,Right,63.5,68.5,49,70,68,75,74.0,High,76
AMF,175,70,23,Right,76.5,71.5,67,70,66,70,61.666666666666664,Medium,76
RWF,176,66,24,Left,75.0,69.0,69,72,68,68,52.333333333333336,Medium,76
CB,187,80,24,Right,62.5,66.0,53,68,64,69,72.66666666666667,Medium,76
AMF,171,59,22,Left,75.0,70.0,68,74,70,71,55.0,Very,76
RB,181,79,22,Right,68.5,66.0,58,76,71,79,71.33333333333333,Slightly,76
DMF,184,68,22,Right,69.5,71.5,52,65,64,73,73.66666666666667,High,76
RWF,178,77,24,Left,73.0,64.0,64,84,75,67,47.0,High,76
RB,175,70,29,Right,66.5,65.5,56,77,65,81,72.0,High,76
LWF,180,70,23,Left,73.0,63.5,67,79,67,68,55.0,High,76
DMF,193,88,25,Right,69.0,70.0,60,71,74,81,71.0,Medium,76
DMF,170,68,30,Right,67.0,71.0,60,70,68,77,76.0,Very,76
CMF,178,75,23,Right,70.0,71.0,65,74,70,78,72.0,High,76
CB,186,73,23,Right,63.0,65.5,52,69,62,68,72.0,Medium,76
CF,180,70,26,Right,69.5,61.0,69,79,75,79,54.333333333333336,Medium,76
DMF,181,79,21,Right,70.5,75.5,65,67,75,77,71.0,High,76
DMF,183,71,23,Left,70.5,74.0,68,67,70,76,72.66666666666667,Medium,76
AMF,167,65,24,Right,75.0,70.0,64,73,75,73,65.33333333333333,High,76
RWF,173,65,23,Right,72.5,71.5,75,69,75,76,61.0,High,76
LWF,188,81,22,Right,72.5,63.0,72,77,73,70,51.0,Medium,76
RB,185,79,24,Right,68.0,66.0,63,79,63,76,65.33333333333333,Medium,76
RMF,176,71,22,Right,71.5,70.0,60,77,77,78,58.333333333333336,Very,76
CF,201,91,27,Right,66.0,60.0,72,67,75,65,53.666666666666664,Medium,76
CB,190,76,21,Right,59.0,60.5,46,72,58,72,74.33333333333333,Medium,76
CMF,174,75,24,Left,69.5,75.0,60,63,74,79,68.33333333333333,Very,76
CF,177,77,21,Right,71.5,64.0,71,77,68,70,53.666666666666664,High,76
CB,190,89,21,Right,58.5,61.5,48,80,59,64,69.66666666666667,Slightly,76
RWF,174,63,21,Left,74.5,70.0,68,75,67,72,52.333333333333336,High,76
CMF,182,72,28,Left,74.0,78.5,66,60,79,72,62.0,Medium,76
AMF,175,69,18,Right,76.0,71.5,69,68,68,66,55.666666666666664,High,76
CB,185,85,28,Right,58.0,60.0,51,63,67,67,75.33333333333333,Medium,76
GK,188,79,31,Right,58.5,61.5,46,60,68,53,53.666666666666664,Medium,76
CMF,168,65,37,Right,77.5,78.0,69,65,72,68,58.0,Very,76
RMF,172,70,38,Right,72.5,73.5,63,66,74,67,68.66666666666667,High,75
LWF,170,72,38,Right,76.0,71.5,67,69,70,63,51.333333333333336,High,75
LB,182,74,36,Left,70.5,74.5,56,67,69,72,73.0,Slightly,75
GK,189,82,34,Right,51.0,58.0,40,57,65,55,48.333333333333336,Medium,75
CF,189,95,32,Right,73.0,66.0,69,72,75,67,57.0,High,75
CF,188,80,36,Right,64.0,61.0,74,70,75,63,63.0,High,75
LB,174,80,33,Left,78.5,73.5,62,72,75,68,65.66666666666667,Slightly,75
LB,180,77,35,Left,68.0,68.5,60,68,70,74,74.0,Medium,75
DMF,179,78,34,Right,66.5,72.5,55,60,67,72,75.66666666666667,Medium,75
LB,183,75,35,Left,65.0,71.5,62,69,70,74,72.66666666666667,High,75
GK,187,83,36,Left,50.5,58.0,40,54,70,53,55.333333333333336,Medium,75
GK,185,82,36,Right,49.5,53.5,40,49,70,51,51.666666666666664,Medium,75
RB,182,70,32,Right,65.5,66.5,60,72,65,76,72.33333333333333,Medium,75
CMF,178,76,31,Right,71.5,75.0,65,64,70,75,63.0,Medium,75
AMF,180,71,33,Left,78.0,83.0,62,63,72,60,49.333333333333336,Medium,75
CF,182,72,33,Right,74.5,71.0,70,65,74,66,53.666666666666664,High,75
CMF,180,75,32,Right,73.0,72.5,67,67,73,72,61.333333333333336,High,75
CF,188,86,31,Right,68.0,63.0,73,62,73,72,60.333333333333336,High,75
RWF,169,65,34,Right,74.0,70.5,68,71,68,69,56.666666666666664,Very,75
LWF,178,72,29,Right,73.5,68.0,67,74,70,67,50.333333333333336,Medium,75
CB,194,81,32,Right,59.0,60.5,56,65,60,68,71.0,Medium,75
AMF,182,76,30,Right,70.5,70.0,69,68,71,74,66.33333333333333,High,75
RMF,181,79,29,Left,78.0,69.0,65,68,73,70,56.0,Medium,75
AMF,174,72,31,Right,74.0,67.5,69,75,70,72,51.333333333333336,High,75
AMF,171,68,31,Right,75.5,71.5,67,70,68,72,51.333333333333336,High,75
DMF,178,77,35,Right,67.0,74.0,60,62,66,71,74.0,High,75
CF,183,84,34,Right,69.0,61.0,75,60,74,61,53.333333333333336,High,75
DMF,188,80,32,Right,64.5,69.0,56,61,73,78,73.0,High,75
RMF,177,72,32,Right,76.0,73.0,68,68,70,69,49.666666666666664,Medium,75
RB,182,81,29,Right,70.0,68.0,60,76,64,78,64.66666666666667,High,75
SS,167,67,36,Right,71.0,69.5,72,65,74,67,47.0,High,75
DMF,181,76,32,Left,63.5,71.0,56,58,70,77,75.33333333333333,High,75
GK,193,87,33,Right,51.0,56.0,40,55,68,55,53.333333333333336,Medium,75
CB,185,88,33,Right,56.5,63.5,56,63,70,67,74.33333333333333,High,75
DMF,188,83,30,Right,65.0,67.0,54,66,72,75,72.33333333333333,High,75
CF,182,71,34,Right,69.5,69.5,74,62,71,72,53.0,High,75
CMF,181,82,29,Right,71.0,75.0,65,62,77,72,68.33333333333333,High,75
RWF,184,80,31,Right,72.0,63.5,63,78,75,70,59.0,High,75
LB,170,67,28,Left,74.5,71.5,63,74,63,71,67.0,Medium,75
CB,187,82,30,Right,61.0,64.5,55,63,67,69,72.0,Medium,75
CB,186,80,28,Right,61.0,72.5,47,62,70,79,70.0,High,75
SS,184,73,28,Right,72.0,65.0,69,69,76,68,54.666666666666664,High,75
GK,188,84,32,Right,47.5,55.0,40,56,71,65,50.666666666666664,Medium,75
CMF,185,70,28,Right,68.0,73.0,69,67,72,77,66.0,High,75
CMF,175,76,32,Right,71.5,72.0,70,73,63,78,63.333333333333336,Medium,75
CMF,187,81,30,Right,69.5,69.0,63,67,72,75,71.66666666666667,High,75
CB,184,78,30,Right,66.0,68.0,51,66,62,70,73.33333333333333,Slightly,75
AMF,182,70,29,Right,76.0,72.0,68,68,73,63,54.333333333333336,High,75
RB,190,82,30,Right,69.0,66.0,63,77,74,79,66.66666666666667,Medium,75
RB,173,67,30,Right,71.0,71.0,63,71,72,75,68.33333333333333,Medium,75
LWF,170,68,28,Right,71.0,62.0,69,77,70,67,57.333333333333336,Medium,75
LB,175,70,27,Right,69.0,68.0,53,76,62,77,71.33333333333333,High,75
LMF,171,72,28,Left,73.0,71.0,64,70,71,68,58.0,Medium,75
CB,188,88,27,Right,62.5,69.0,51,62,75,72,72.66666666666667,High,75
CF,179,74,30,Right,69.0,61.5,73,71,73,71,52.666666666666664,High,75
CMF,179,72,28,Right,76.5,75.0,62,65,70,72,59.0,High,75
CMF,178,75,30,Right,73.5,75.0,62,65,75,74,66.33333333333333,High,75
CF,183,82,33,Left,68.0,59.0,72,69,73,68,59.0,High,75
CF,170,70,28,Right,68.0,59.5,72,79,70,66,50.666666666666664,Very,75
CF,190,88,26,Left,68.5,67.0,70,66,72,68,59.333333333333336,High,75
RWF,186,76,26,Left,76.5,71.5,65,70,67,65,45.0,Slightly,75
DMF,189,77,27,Right,68.5,68.0,55,68,66,74,74.33333333333333,Medium,75
AMF,173,63,27,Right,73.0,71.0,70,68,71,74,50.0,High,75
CF,187,75,29,Left,69.0,67.0,71,67,72,72,59.0,High,75
RWF,178,86,25,Right,72.0,61.0,62,86,65,65,52.333333333333336,Medium,75
GK,193,78,26,Right,50.0,58.0,40,59,69,56,47.333333333333336,Slightly,75
AMF,175,62,29,Right,72.0,69.0,69,72,71,82,58.0,Medium,75
CB,184,83,28,Left,60.5,63.0,51,69,67,71,72.66666666666667,Medium,75
CB,193,78,28,Left,62.0,67.5,53,61,69,64,71.0,Medium,75
RMF,172,65,26,Right,75.5,69.5,63,71,72,70,65.33333333333333,High,75
RB,182,70,29,Right,68.0,69.5,60,75,69,74,68.33333333333333,High,75
CMF,172,64,26,Right,75.0,68.5,61,75,68,74,69.33333333333333,High,75
LB,176,70,24,Left,69.5,71.5,66,73,71,74,64.66666666666667,Slightly,75
CB,185,81,29,Right,57.5,63.0,48,61,64,68,75.0,Medium,75
CF,187,88,24,Right,69.0,63.0,65,81,74,70,59.333333333333336,High,75
CF,180,66,29,Right,67.5,57.0,72,79,67,69,53.0,High,75
CF,187,86,28,Right,68.0,59.5,73,64,74,69,58.666666666666664,Medium,75
CB,190,84,27,Right,62.5,65.5,55,64,67,69,71.66666666666667,High,75
LB,168,67,30,Left,68.5,71.0,60,75,70,76,66.0,Medium,75
RB,184,80,26,Right,68.0,68.5,60,75,69,75,66.33333333333333,Medium,75
CB,184,80,26,Right,64.5,66.0,47,70,59,70,69.66666666666667,Medium,75
CB,189,82,29,Left,61.5,67.5,57,64,61,68,71.0,Medium,75
LWF,175,73,26,Right,72.5,67.0,68,70,71,70,60.666666666666664,High,75
LMF,175,72,25,Right,71.0,67.5,67,77,70,71,58.333333333333336,Medium,75
GK,192,83,24,Right,47.0,55.0,40,56,69,57,48.666666666666664,Medium,75
LMF,171,74,24,Right,77.0,66.5,62,75,72,70,48.0,Medium,75
CF,187,81,29,Right,72.0,58.5,72,64,72,72,53.666666666666664,High,75
CMF,185,74,26,Right,70.0,68.0,63,72,71,78,67.33333333333333,High,75
RWF,173,74,26,Right,73.5,63.5,62,79,65,70,55.666666666666664,High,75
RB,185,85,29,Right,67.0,68.0,62,76,70,76,64.66666666666667,High,75
LWF,172,68,24,Right,74.5,63.5,69,73,73,68,49.333333333333336,Medium,75
LB,175,75,24,Left,68.0,72.5,64,73,72,73,66.66666666666667,Medium,75
AMF,182,74,26,Left,73.0,71.0,66,72,74,71,53.333333333333336,High,75
CMF,184,73,24,Right,70.0,71.5,68,68,74,75,66.33333333333333,Medium,75
RWF,172,65,25,Right,72.0,71.0,66,72,72,74,52.0,High,75
CB,192,80,26,Right,59.0,60.5,48,63,63,72,74.0,Medium,75
DMF,166,60,25,Right,72.5,71.0,59,66,74,78,77.33333333333333,Medium,75
CB,183,78,25,Right,67.0,66.5,52,69,64,70,71.66666666666667,High,75
CF,188,88,28,Right,63.0,52.5,72,68,74,68,54.666666666666664,High,75
RB,177,67,28,Right,71.5,64.5,52,82,70,78,69.33333333333333,High,75
CMF,177,69,25,Left,74.0,75.5,65,68,74,70,65.33333333333333,Medium,75
LWF,179,73,26,Left,72.0,69.5,67,72,73,74,65.0,High,75
AMF,177,63,26,Right,73.5,69.0,67,73,67,74,59.333333333333336,High,75
CB,189,84,27,Right,62.0,64.5,53,66,66,65,75.0,Medium,75
CF,179,70,25,Right,65.5,60.0,72,72,67,72,58.333333333333336,Medium,75
CF,186,87,25,Right,65.0,60.5,71,65,76,70,55.333333333333336,High,75
CF,191,78,26,Right,65.5,59.5,71,73,72,72,56.333333333333336,High,75
CMF,176,70,24,Right,72.5,69.5,61,69,73,75,68.0,Medium,75
CB,183,71,24,Left,66.5,70.0,61,66,72,73,71.0,Medium,75
GK,188,77,27,Right,49.0,60.0,40,60,67,58,54.333333333333336,Medium,75
CB,187,81,25,Right,59.5,62.5,48,63,66,73,73.33333333333333,Medium,75
AMF,180,69,25,Right,74.5,71.5,65,72,68,71,63.333333333333336,High,75
CF,183,74,23,Right,63.5,58.5,70,84,69,73,53.666666666666664,High,75
DMF,182,80,25,Right,71.0,68.0,58,70,75,80,75.33333333333333,Medium,75
CB,181,79,24,Right,68.0,71.5,53,63,73,75,72.66666666666667,Medium,75
CMF,195,77,29,Right,72.5,72.5,70,61,70,76,65.0,Very,75
DMF,186,72,26,Right,67.0,77.0,53,58,73,74,75.0,Medium,75
GK,191,86,24,Right,48.0,53.5,43,59,70,55,50.0,Medium,75
AMF,175,73,23,Left,75.0,68.0,64,79,68,69,58.0,Medium,75
RMF,174,70,25,Left,71.5,65.5,71,72,69,77,54.0,High,75
RWF,185,76,23,Right,68.0,62.5,67,81,72,71,48.0,High,75
DMF,191,77,24,Right,64.5,70.0,56,67,65,73,74.66666666666667,Medium,75
LMF,178,74,24,Right,74.0,65.5,72,74,74,72,51.666666666666664,High,75
CB,188,82,24,Right,62.0,64.5,55,67,64,68,71.33333333333333,Medium,75
CF,182,67,21,Right,68.0,58.0,69,75,72,66,55.666666666666664,High,75
LMF,174,66,24,Right,73.0,68.5,66,78,72,73,51.0,High,75
RB,183,72,24,Right,65.5,62.5,48,82,62,74,77.0,Medium,75
CMF,182,75,24,Right,68.0,71.0,56,69,77,81,70.66666666666667,High,75
AMF,190,86,27,Left,71.5,68.5,67,66,74,74,64.66666666666667,High,75
CMF,184,78,23,Right,70.0,71.0,62,70,75,73,72.0,Very,75
DMF,178,66,23,Right,73.5,73.0,62,65,74,74,72.33333333333333,Slightly,75
LWF,183,79,29,Right,72.0,69.5,68,70,74,77,61.666666666666664,High,75
DMF,187,73,26,Right,73.0,78.0,61,64,76,68,64.33333333333333,Medium,75
CMF,182,78,24,Right,72.5,74.5,61,66,67,71,65.66666666666667,Medium,75
LWF,172,62,21,Left,72.5,65.5,63,80,71,68,46.666666666666664,High,75
SS,183,76,27,Right,72.0,64.0,69,71,75,69,57.333333333333336,High,75
CF,180,72,21,Right,75.0,69.0,70,72,70,68,53.0,Medium,75
SS,172,70,27,Right,76.0,66.5,68,67,67,70,48.0,High,75
CMF,187,81,21,Right,71.0,75.5,56,70,66,72,68.33333333333333,Medium,75
CF,184,76,23,Right,69.5,68.0,69,76,71,70,49.333333333333336,High,75
LWF,182,79,21,Right,74.5,63.0,60,82,65,67,49.333333333333336,High,75
CMF,182,74,22,Right,74.5,70.5,65,71,70,74,63.333333333333336,High,75
GK,188,78,25,Right,47.0,55.5,40,52,72,52,56.666666666666664,Medium,75
GK,193,81,27,Right,45.0,50.0,40,49,73,49,57.666666666666664,Medium,75
RB,188,84,23,Right,65.0,67.5,55,71,62,77,73.66666666666667,Very,75
CF,186,86,23,Right,68.5,60.5,70,65,71,64,54.0,High,75
CF,183,77,26,Right,65.0,57.5,72,67,72,69,54.0,High,75
AMF,182,79,21,Right,78.5,69.5,62,74,63,71,52.666666666666664,Very,75
CF,170,71,21,Right,72.5,69.5,71,69,73,74,55.0,High,75
CMF,182,68,19,Left,72.5,71.5,59,68,64,73,69.0,Medium,75
LMF,186,74,21,Right,74.0,72.5,66,75,78,66,53.0,High,75
RB,175,62,21,Right,69.0,68.5,58,78,68,75,65.33333333333333,High,75
LB,184,79,19,Left,72.0,67.0,48,82,72,77,60.0,Medium,75
CF,194,88,23,Right,64.0,54.0,71,77,72,67,57.0,Medium,75
CMF,186,75,18,Right,72.5,70.5,62,71,71,74,68.66666666666667,Very,75
CF,187,78,22,Right,65.0,60.5,70,75,71,76,66.33333333333333,Medium,75
LB,177,74,28,Left,70.0,72.5,62,71,73,74,67.0,High,75
GK,194,88,24,Right,51.0,55.0,40,52,73,51,54.0,High,75
RWF,176,68,23,Right,71.5,68.0,63,78,72,79,66.66666666666667,High,75
LWF,172,68,31,Right,74.0,69.5,70,72,66,69,54.0,High,75
GK,192,92,43,Right,45.0,52.5,40,45,65,50,52.666666666666664,Medium,74
RMF,179,75,40,Right,76.5,74.5,65,67,72,62,55.666666666666664,Slightly,74
CMF,175,70,35,Right,68.5,73.5,59,69,74,79,70.0,High,74
CF,184,77,36,Right,66.5,60.0,72,63,71,73,60.0,Very,74
GK,196,89,40,Right,44.0,51.0,40,52,68,55,46.666666666666664,Medium,74
DMF,178,75,28,Right,65.0,68.0,55,62,64,76,73.33333333333333,High,74
CF,180,79,38,Right,69.0,66.0,74,61,74,60,43.333333333333336,High,74
GK,193,79,38,Left,44.0,49.0,40,49,61,48,47.666666666666664,Medium,74
GK,194,88,38,Right,45.0,50.0,43,50,70,54,49.666666666666664,Medium,74
RWF,177,75,32,Left,72.5,67.0,72,70,67,63,45.333333333333336,Medium,74
CMF,169,60,35,Left,69.0,77.0,60,67,70,72,67.0,Slightly,74
CB,187,79,35,Right,63.0,66.0,55,60,62,64,74.66666666666667,Medium,74
CMF,178,80,33,Right,66.5,73.0,63,61,73,75,69.33333333333333,High,74
RB,180,75,33,Right,64.0,67.0,61,71,69,73,71.0,High,74
CB,191,86,33,Left,59.0,61.5,48,65,70,67,74.33333333333333,Medium,74
CB,183,79,35,Left,64.5,67.5,55,65,66,68,71.66666666666667,High,74
CB,186,89,33,Right,57.5,63.0,50,65,70,63,78.33333333333333,Slightly,74
GK,190,84,35,Right,49.5,52.0,40,46,72,51,56.0,Medium,74
CMF,190,91,33,Right,64.5,72.5,61,60,76,72,72.0,Medium,74
DMF,186,80,32,Right,66.5,73.5,60,63,71,71,69.0,High,74
CMF,186,80,31,Left,67.5,73.5,63,60,74,70,69.66666666666667,Medium,74
GK,190,81,34,Right,44.0,48.5,40,53,64,49,47.333333333333336,Medium,74
RB,180,71,30,Right,67.0,68.5,60,73,67,75,68.33333333333333,High,74
CMF,186,86,33,Right,75.5,75.5,71,60,70,70,59.666666666666664,High,74
LB,181,77,35,Left,69.0,70.0,60,71,70,72,67.66666666666667,Very,74
